apicd,apiname,opercd,opername
15075345,외교부_국가·지역별 입국허가요건,29898,국가·지역별 입국허가요건 조회
15076258,외교부_국가∙지역별 우리나라와의 무역관계,29883,국가∙지역별 우리나라와의 무역관계 목록 조회
15075341,외교부_공지사항,29897,공지사항 조회
15076242,외교부_국가∙지역별 현지연락처,29890,국가∙지역별 현지연락처 목록 조회
15075347,외교부_재외공관 홈페이지,29896,재외공관 홈페이지 조회
15075346,외교부_국가·지역별 표준코드,29895,국가·지역별 표준코드 조회
15076239,외교부_국가∙지역별 안전공지,29891,국가∙지역별 안전공지 목록 조회
15076243,외교부_국가∙지역별 여행경보 조정,29889,국가∙지역별 여행경보 조정 목록 조회
15076257,외교부_국가∙지역별 경제정보,29884,국가∙지역별 경제정보 목록 조회
15076244,외교부_국가∙지역별 특별여행주의보,29888,국가∙지역별 특별여행주의보 목록 조회
15076263,외교부_국가∙지역별 국기 이미지,29887,국가∙지역별 국기 이미지 목록 조회
15076235,외교부_국가∙지역별 지도 이미지,29894,국가∙지역별 지도 이미지 목록 조회
15076234,외교부_국가∙지역별 일반정보,29886,한글 국가명 또는 ISO국가코드(다.참고 1 ISO국가코드 이용 )를 이용
15076236,외교부_국가∙지역별 사건사고 유형,29893,국가∙지역별 사건사고 유형 목록 조회
15076264,외교부_국가·지역별 주요협정정보,29878,국가∙지역별 주요협정정보 목록 조회
15076262,외교부_국가∙지역별 우리나라기관 진출현황,29879,국가∙지역별 우리나라기관 진출현황 목록 조회
15076261,외교부_국가∙지역별 인구증감 정보,29880,국가∙지역별 인구증감 정보 목록 조회
15076260,외교부_국가∙지역별 주요인사교류,29964,국가∙지역별 주요인사교류 목록 조회
15076259,외교부_국가∙지역별 우리나라와의 공식관계,29882,국가∙지역별 우리나라와의 공식관계 목록 조회
15000504,외교부_여행금지제도,11367,여행금지제도 목록조회
15000654,외교부_사건사고 현황,11372,사건사고 현황 목록조회
15000760,외교부_국가별 안전정보,11363,국가별 안전정보 목록조회
15000785,외교부_현지 연락처,11374,현지 연락처 목록조회
15000827,외교부_여행경보제도,11366,여행경보제도 단일조회
15000830,외교부_국가별 기본정보,11370,국가별 기본정보 목록조회
15000831,외교부_대륙 구분코드,11440,대륙 구분코드 목록조회
15025430,외교부_특별여행 경보제도,18475,특별여행경보제도목록조회
15042004,외교부_국제기구인사초청 간담회 정보,23246,국제기구인사초청간담회정보 조회
15043145,외교부_최신안전소식(코로나관련),24481,국가·지역별 최신안전소식(코로나관련) 목록조회
15028606,법무부_생활법률지식 정보,20573,문답지식 목록 조회
3064321,병무청_기본검사(색각 등),14805,"징병검사 수검자의 신장, 체중 등 신체정보 조회"
15017227,병무청 맞춤형 특기병 정보,13962,맞춤형특기병 군사특기별 모집 선발인원 조회
15017531,병무청_사회복무요원 제복 정보,14915,"사회복무요원의 상의, 하의, 신발 사이즈 정보 조회"
15021521,병무청_병역명문가 정보,18325,선정가문 목록 조회
15021522,병무청_병역의무자 기본 정보,18324,병역대상자 지역별 자격현황 정보 조회
15031295,병무청_모집병 군지원 접수현황,20597,모집병별 군지원별 접수현황
3065599,병무청 병역일터 채용공고,12660,병역일터 채용정보
3066194,병무청_여비산정표,11913,여비산정표목록조회
3066195,병무청_통지서배달결과,14811,병무청에서 발송하는 각종 통지서의 배달결과를 조회 하는 서비스
3066488,병무청_군사특기마스타,11914,군사특기마스타목록조회서비스
3066489,병무청_모병 구비서류,11922,구비서류목록조회서비스
3066490,병무청_모병합격 배점기준,11923,모병합격배점기준목록조회서비스
3066491,병무청_모병 개별특기 배점구분,11924,개별특기배점내역목록조회서비스
3066750,병무청 모집병 군별 특기별 지원가능 정보,14900,"모집병 자격, 면허, 전공별 지원가능 분야 조회"
3066753,병무청 년도별 소집계획,14778,당해년도 사회복무요원의 분야별 계획 인원 정보 조회
3066754,병무청_본인선택 공석,11434,본인선택공석
3066755,병무청_인터넷입영원계획,12471,인터넷입영원계획목록
3066757,병무청_사회복무요원 복무기관,14777,사회복무요원의 복무 가능한 전국 복무기관 정보
3066759,병무청_전문연구/산업기능요원 지정업체 정보,11925,전문/산업지정업체정보목록조회서비스
15056569,경찰청_교차로계획정보서비스,21327,교차로특수일계획정보
15056681,도로교통공단_자전거사고다발지역정보서비스,10832,자전거사고다발지역정보 Rest 조회
15056721,경찰청_교차로기반정보서비스,21325,교차로정보
15056770,도로교통공단_지자체별 대상사고통계정보 조회 서비스,27129,지자체별 대상사고통계정보 Rest 조회
15057452,도로교통공단_세부링크 도로위험도지수정보 조회 서비스,21451,세부링크 도로위험도지수정보 Rest 조회
15057467,도로교통공단_지자체별사고 다발지역정보 조회 서비스,21438,지자체별사고 다발지역정보 Rest 조회
15057666,도로교통공단_보행노인사고다발지역정보서비스,10830,보행노인사고다발지역정보 Rest 조회
15057670,경찰청_포털기관 습득물정보 조회 서비스,18118,"포털기관 분류별, 지역별, 기간별 습득물 정보 조회"
15058065,도로교통공단_링크기반 사고위험지역정보 조회 서비스,21441,링크기반 사고위험지역정보 Rest 조회
15058087,도로교통공단_법규위반별사고 다발지역정보 조회 서비스,21415,법규위반별사고 다발지역정보 Rest 조회
15058135,도로교통공단_결빙사고 다발지역,22752,결빙사고다발지역정보 WMS 조회
15058257,도로교통공단_고속도로구간별 도로위험도지수정보 조회 서비스,21443,고속도로구간별 도로위험도지수정보 Rest 조회
15058311,도로교통공단_스쿨존어린이사고다발지역정보서비스,10826,스쿨존어린이사고다발지역정보 Rest 조회
15058578,도로교통공단_보행자무단횡단사고다발지역정보서비스,10824,보행자무단횡단사고다발지역정보 Rest 조회
15058696,경찰청_습득물정보 조회 서비스,18102,습득물 상세정보 조회
15058759,도로교통공단_연휴기간별사고 다발지역정보 조회 서비스,21417,연휴기간별사고 다발지역정보 Rest 조회
15058925,도로교통공단_보행어린이사고다발지역정보서비스,10828,보행어린이사고다발지역정보 Rest 조회
15059126,도로교통공단_사망교통사고정보서비스,25675,사망교통사고정보 Rest 조회
15000651,경찰청_공통코드조회 서비스,18110,물품분류코드조회
15000442,경찰청_핸드폰 찾기 정보 조회 서비스,18107,"핸드폰 종류별, 습득 지역별, 기간별 정보 조회"
15000799,경찰청_분실물정보 조회 서비스,18104,"분류별, 지역별, 기간별 분실물 정보 조회"
15076760,국립암센터_대장암 라이브러리 면역병리 HMSH2 검사결과,29510,대장암 라이브러리 면역병리 HMSH2검사결과
15076777,국립암센터_대장암 라이브러리 분자병리 MSI 검사결과코드,29511,대장암 라이브러리 분자병리 MSI검사결과코드
15076778,국립암센터_대장암 라이브러리 분자병리 KRASMUTATION 검사결과,29447,대장암 라이브러리 분자병리 KRASMUTATION 검사결과
15074794,건강보험심사평가원_질병군별도보상항목조회서비스,28343,질병군 별도보상 행위수가 항목 조회
15076724,국립암센터_신장암 라이브러리 환자 현재 흡연 여부,29655,신장암 라이브러리 환자 현재 흡연 여부
15076700,국립암센터_대장암 라이브러리 환자 교육정도,29481,대장암 라이브러리 환자 교육정도
15047819,건강보험심사평가원_의약품사용정보조회서비스,24785,약효분류군지역별사용량목록조회
15005941,국립중앙의료원_민간구급차 현황정보,17320,이송업체 구급차 목록정보 조회
15000480,국립중앙의료원_전국 명절 비상 진료기관 정보 조회 서비스,17439,명절 진료 가능한 기관 목록정보 조회
15076756,국립암센터_대장암 라이브러리 수술 종류별,29512,대장암 라이브러리 수술 종류별
15051043,건강보험심사평가원_요양기관개폐업정보조회서비스,24753,병원약국개폐업목록조회
15052112,건강보험심사평가원_병원평가결과정보조회서비스,24765,병원전체평가결과목록조회
15000563,국립중앙의료원_전국 응급의료기관 조회 서비스,17443,응급실 실시간 가용병상정보 조회
15054445,건강보험심사평가원_약가기준정보조회서비스,24814,약가목록조회
15000576,국립중앙의료원_전국 약국 정보 조회 서비스,17426,약국 목록정보 조회
15056654,국립암센터_직장암 협력병기 조사 정보제공 서비스,31746,직장암 협력병기 조사 정보조회
15056812,국립암센터_결장암 협력병기 조사 정보제공 서비스,32268,결장암 협력병기 조사 정보조회
15056961,한국노인인력개발원_자립형일자리 수행기관,11406,자립형일자리수행기관목록조회
15057042,국립암센터_방광암 레지스트리 메타 정보 제공 서비스,32155,방광암 레지스트리 메타 정보조회
15057063,국립암센터_유방암 협력병기 조사 정보제공 서비스,31900,유방암 협력병기 조사 정보조회
15057083,한국노인인력개발원_노인사회활동(노인일자리) 시스템 코드 정보,11412,지역 코드 조회
15057085,한국노인인력개발원_노인사회활동(노인일자리) 수행기관 정보,11410,노인일자리수행기관목록조회
