"APICD","APINM","ORGANNM","DATAFORMMAT","DOCXNAME","APITYPE","DETAILPK"
"15069216",농림수산식품교육문화정보원_나고야의정서,농림수산식품교육문화정보원,XML,BRIS_OpenAPI활용가이드농림수산식품교육문화정보원_나고야의정서 서비스_v1.1.doc,REST,uddi:a62f5c33-e7f3-4bfe-a2e4-be972812cef1_202010221041
"15069213",농림수산식품교육문화정보원_(구)생명자원정보,농림수산식품교육문화정보원,XML,BRIS_OpenAPI활용가이드농림수산식품교육문화정보원_(구)생명자원정보 서비스_v1.1.doc,REST,uddi:509c22d5-c74e-4985-866f-8f17c80cc3cf_202010221051
"15042006",서울올림픽기념국민체육진흥공단_경정운영 정보,서울올림픽기념국민체육진흥공단,XML,OpenAPI활용가이드(경정운영정보서비스)_v1.0.docx,REST,uddi:8224fc88-b278-4371-83d4-c2be17b459a0
"15059990",서울에너지공사_연료사용 통계,서울에너지공사,JSON+XML,서울에너지공사_연료사용 통계 API 정의서.docx,REST,uddi:fd092209-f086-4d36-96b1-e8782d561398
"15000235",농림수산식품교육문화정보원_코드조회서비스,농림수산식품교육문화정보원,XML,IROS_SS_ID_DV_0501_OpenAPI활용가이드_한국농림수산정보센터_코드조회서비스__v1.1.doc,REST,uddi:8f9e6c51-64a9-41af-b025-8bfe955cbec6
"15042499",인천항만공사_인천항 갑문정보2 조회 서비스,인천항만공사,XML,OpenAPI활용가이드_인천항만공사_v1.6 (2).docx,REST,uddi:f374feee-09ce-4255-b78c-cd173aacc254
"15043135",서울올림픽기념국민체육진흥공단_채용 정보,서울올림픽기념국민체육진흥공단,XML,OpenAPI활용가이드(채용정보서비스)_v1.0.docx,REST,uddi:7df02eb6-6192-474c-adfe-8a3d0a1ca9c5
"15059010",한국환경정책평가연구원_수질정보 서비스,한국환경정책평가연구원,JSON+XML,수질정보서비스_참고문서.zip,REST,uddi:d165138a-d3be-4fc7-8de3-b17d8ccd95f3
"15059043",한국마사회 출발훈련 정보,한국마사회,XML,API22_한국마사회 출발훈련 정보.docx,REST,uddi:d3fa26b0-3a40-4c5d-bb3c-d8d5d60cfdae
"15059112",서울시설공단_서울월드컵경기장 부속시설물 사용정보,서울시설공단,XML,OpenAPI활용가이드_서울시시설관리공단_v1.1(월드컵경기장부속시설물사용정보).docx,REST,uddi:d9cb570b-e02f-4f11-9e81-c95f4aaef1fe
"15000497",한국저작권위원회_공유(만료)저작물 서비스,한국저작권위원회,XML,OpenAPI활용가이드_한국저작권위원회.docx,REST,uddi:d9c1add5-0499-4516-a05c-c15ae0703b11
"3075292",강북구도시관리공단 일반열람실 현황조회,강북구도시관리공단,XML,GCMC_OA_DV_0201_OpenAPI활용가이드_강북구도시관리공단_강북구도서관일반열람실현황정보.docx,REST,uddi:a3806206-e5e1-4d43-8230-fc434e179ef7
"15000716",한국문화정보원_예술지식 축제문화정보 서비스,한국문화정보원,XML,OpenAPI활용가이드_한국문화정보원(예술지식디렉토리)_v1.1.docx,REST,uddi:522aa1f9-a8d2-4b77-918c-fbd1f945e0d2
"15078606",충청북도_청주소방서 서부소방서 시설장비현황 소방장비,충청북도,JSON,"15.OpenAPI활용가이드_[충청북도_서부소방서_시설장비현황_소방장비]_v1.0.docx",REST,uddi:01df3112-2351-420c-8d90-f964f7a0d2f5_202104061436
"15078790",충청북도_증평소방서 관할 현황,충청북도,JSON,"237.오픈API활용가이드_[충청북도_증평소방서_관활_현황]_v1.0.docx",REST,uddi:a9659b68-5188-416c-a754-ad074606f0b4_202104061353
"15078780",충청북도_충북도내 골프장 잔류농약 시군별 검사현황(2017),충청북도,JSON,"242.오픈API활용가이드_[충청북도_충북도내_골프장잔류농약_시군별_검사현황(2017)]_v1.0.docx",REST,uddi:543ef960-f52c-4445-a470-c7039598f3db_202104061334
"15078776",충청북도_수질측정망 운영결과 월별 평균측정결과 분석(2019),충청북도,JSON,"245.오픈API활용가이드_[충청북도_수질측정망_운영결과_월별_평균측정결과분석(2019)]_v1.0.docx",REST,uddi:ed2dd316-236f-406f-87c4-ac37fe31f20a_202104061329
"15062773",전라남도_지원프로그램 정보,전라남도,JSON+XML,기술문서양식_전남공공데이터_지원프로그램정보.docx,REST,uddi:80d95d38-b2db-488c-b1d3-bf8bb3d2c0bf
"15074698",전라남도_오염물질별 실시간 대기정보,전라남도,XML,기술문서양식_전라남도오염물질별실시간대기정보.docx,REST,uddi:f81c47eb-9a48-4d6c-a819-c02f0108321f_202012211119
"15074701",전라남도_지역별 강우통계 데이터,전라남도,XML,기술문서양식_전라남도지역별강우통계.docx,REST,uddi:d1334e8a-674e-4442-a36c-ecee71734b9a_202012211118
"15081324",전라남도_전남 강 명소 정보,전라남도,XML,기술문서양식_전남 강 명소 정보.docx,REST,uddi:08bc803a-7ef5-4107-921d-c77777889170_202107081537
"15076596",전라남도 광양시_문화축제,전라남도 광양시,XML,표준_조회서비스_오픈API활용가이드_문화축제.docx,REST,uddi:5c103d6e-df19-49ff-a0a0-d4b646457bdd_202105101706
"15057074",경상북도_문경시_ 문경팔경 정보조회,경상북도,XML,v1.2문경시+문경팔경+정보조회.doc,REST,uddi:2f64eb02-458f-4ca4-b663-95ab79618256
"15057351",김천시 다중이용시설 정보 제공,경상북도 김천시,XML,GC_OA_DV_0037_OpenAPI활용가이드_김천시청(다중이용시설+현황)_v1.1.docx,REST,uddi:491fadfc-93fb-4b35-8c80-a61ad9a4e2a0
"15057406",경상북도 포항시_종합병원현황,경상북도 포항시,XML,"3. OpenAPI활용가이드_포항시_보건의료기관_종합병원.docx",REST,uddi:4c1115f4-d552-459b-9cd6-eb89a0fac951
"15057412",경상북도 포항시_치과의원현황,경상북도 포항시,XML,"3. OpenAPI활용가이드_포항시_보건의료기관_치과의원.docx",REST,uddi:4c5d4d5e-35d3-4148-a691-f15fc0ff9f86
"15057822",전라북도 전주시_유기동물보호소 정보 현황,전라북도 전주시,XML,OpenAPI활용가이드_전주시_공공데이터(유기동물보호소 서비스)_v1.0.docx,REST,uddi:6e9e0e41-b90e-402d-8bae-971f1ba6d764
"15085426",충청북도 괴산군_도서관,충청북도 괴산군,JSON+XML,!OpenApi활용가이드_충청북도 괴산군 도서관조회.docx,REST,uddi:d8dae49f-5ebc-4bac-97c3-daf461822bbc_202108121701
"15085476",충청북도 괴산군_보행자전용도로,충청북도 괴산군,JSON+XML,OpenApi활용가이드_충청북도 괴산군 보행자전용도로조회.docx,REST,uddi:9e9cb41b-0b36-4bd4-b7e6-f257a33b031a_202108121617
"15085401",충청북도 괴산군_낚시터관리대장목록,충청북도 괴산군,JSON+XML,OpenApi활용가이드_충청북도 괴산군 낚시터관리대장목록조회.docx,REST,uddi:4ceff96f-23d4-4e7d-8052-97734c252e4e_202108121637
"15085408",충청북도 괴산군_노인장애인보호구역,충청북도 괴산군,JSON+XML,OpenApi활용가이드_충청북도 괴산군 노인장애인보호구역조회.docx,REST,uddi:6d4337bc-1f3d-41d3-87ac-9f461ca10ec4_202108121636
"15058581",문화축제 정보 서비스,전라북도 김제시,XML,OpenAPI활용가이드_김제시_공공데이터(문화축제 정보)_v1.0.docx,REST,uddi:ac1cbddb-ba61-4e57-a39a-c49e097dde87
"15059412",재해위험지구 정보 서비스,전라북도 김제시,XML,OpenAPI활용가이드_김제시_공공데이터(재해위험지구 정보)_v1.0.docx,REST,uddi:f3285342-69c0-4933-9487-d08467aeeba8
"15000020",전라북도 전주시_승강장 정보 서비스,전라북도 전주시,XML,IROS_SS_ID_DV_0501_OpenAPI활용가이드_전주시버스정보시스템_승강장정보서비스__v1.2.doc,REST,uddi:6d2de7ab-2c3b-4860-ad69-e8aaaa30351c
"15083717",대전광역시_실시간 주차장 정보,대전광역시,XML,기술문서_대전광역시 실시간 주차장 정보.docx,REST,uddi:6dacc1d7-3922-4771-98ae-e05d717f2e98_202106180944
"15079082",충청북도_경제자유구역청 사업지원팀 바이오메디컬지구 기업현황,충청북도,JSON,"198.OpenAPI활용가이드_경제자유구역청_사업지원팀_바이오메디컬지구_기업현황_v1.0.docx",REST,uddi:46a57113-2395-49cf-a937-dd7f75e3e3ea
"15079381",충청북도_괴산소방서 장비현황,충청북도,JSON,"163.OpenAPI활용가이드_충청북도_괴산소방서_장비현황_v1.0.docx",REST,uddi:8ec919a4-7f31-4cca-923e-d1a59c235cc0_202104061035
"15000385",전라북도 전주시_환승정보 서비스,전라북도 전주시,XML,IROS_SS_ID_DV_0501_OpenAPI활용가이드_전주시버스정보시스템_환승정보서비스__v1.2.doc,REST,uddi:bb4c5466-9fe7-4fe9-a032-b0686f05c89a
"15028085",전라북도 전주시_장사시설 현황,전라북도 전주시,XML,OpenAPI활용가이드_전주시_공공데이터(전주시_장사시설_현황_서비스)_v1.0.docx,REST,uddi:9ba6b291-dc56-48ba-9340-d616932471af
"15028086",전라북도 전주시_택시현황,전라북도 전주시,XML,OpenAPI활용가이드_전주시_공공데이터(전주시_법인_택시_면허_현황_서비스)_v1.0.docx,REST,uddi:17fe73e9-1f1f-4242-9d6b-b7544e558b2e
"3036598",전라북도 전주시_문화공간,전라북도 전주시,JSON+XML,OpenAPI활용가이드_전주시청_공공데이터_문화공간_정보_서비스__v1.0.docx,REST,uddi:8fecf9b9-fcde-4394-927b-e576a6ba1751
"15077003",대전광역시 서구_홈페이지 언론보도ODF현황조회,대전광역시 서구,JSON,대전광역시 서구_홈페이지 언론보도ODF현황조회_20210203.docx,REST,uddi:3f063786-ae21-4eb1-acf2-92688751ecc2
"15077946",대전광역시 서구_어린이집 현황,대전광역시 서구,JSON,"05.대전광역시_서구_어린이집 현황_OPENAPI_기술문서.docx",REST,uddi:6d4b7587-84f7-4c76-a81f-939df73db547
"15000867",대전광역시 문화관광(쇼핑),대전광역시,JSON+XML,대전광역시청_문화관광(쇼핑)_API활용가이드_v3.docx,REST,uddi:c786e4c5-473a-4179-83d3-a13fbdf47ce5_201904021710
"15001041",대전광역시 입찰정보,대전광역시,XML,대전광역시청_입찰정보_API활용가이드_v3.docx,REST,uddi:5b0e5859-2935-4a86-8d94-d9cd72780d5f_201904031115
"15001044",대전광역시 시험정보,대전광역시,XML,대전광역시청_시험정보_API활용가이드_v3.docx,REST,uddi:76c68da2-a213-4b32-b66a-879da9558997_201904031112
"15078951",충청북도_재난안전실 사회재난과 재난상황팀 조직현황(기초지자체)(2010-2011) 현황,충청북도,JSON,"41.OpenAPI활용가이드_[충청북도_재난상황팀_조직현황(기초지자체)(2010_2014)]_v1.0.docx",REST,uddi:a676bf82-6e74-45bc-9627-c29671c5b3d1
"15078557",충청북도_청남대관리사업소 재산현황(시설별),충청북도,JSON,"10.OpenAPI활용가이드_[충청북도_청남대_시설별_재산현황]_v1.0.docx",REST,uddi:b1406b5d-7048-4fc7-a081-a32faebe9016
"15079598",충청북도_음성소방서 다중이용업소현황,충청북도,JSON,"121.OpenAPI활용가이드_충청북도_음성소방서_다중이용업소현황_v1.0.docx",REST,uddi:859e0548-7fa7-4f19-854f-ffa3360ddf7c
"3069053",전라북도 전주시_무형문화재,전라북도 전주시,JSON+XML,OpenAPI활용가이드_전주시청_공공데이터_무형문화재_검색_서비스__v1.0.docx,REST,uddi:13371574-9b84-4f5c-be10-f010390a39c5
"3080519",전라북도 전주시_향토문화유산,전라북도 전주시,JSON+XML,OpenAPI활용가이드_전주시청_공공데이터_향토문화유산_검색_서비스__v1.0.docx,REST,uddi:ea991999-56ae-4d64-9e0b-e25af9d180c5
"3074287",전라북도 전주시_한옥마을 쇼핑센터,전라북도 전주시,JSON+XML,OpenAPI활용가이드_전주시청_공공데이터_한옥마을쇼핑센터_검색_서비스__v1.0.docx,REST,uddi:d1f461fc-f763-478c-bca0-e03afed8b4b0
"15083762",전라남도_입주기업 정보,전라남도,XML,기술문서양식_입주기업 정보.docx,REST,uddi:aa913bbd-1cec-46b4-a46d-bce6c05216ba
"15081372",전라남도_전남 박물관 정보,전라남도,XML,기술문서양식_전남 박물관 정보.docx,REST,uddi:b8b26b14-5958-4259-afc0-edf8c037492d_202106211421
"15069007",울산광역시_장애인등록현황,울산광역시,XML,OpenAPI활용가이드_울산광역시공공데이터_장애인등록현황_API__v1.0.docx,REST,uddi:46c7a5da-49a2-408c-8824-dc695b7ce76f_202010081644
"15052669",울산광역시 BIS 정보,울산광역시,XML,OpenAPI활용가이드_울산광역시_BIS_v4.2.docx,REST,uddi:b05a91dc-0042-49fc-92f4-a92ea7a3b0dc
"15054699",울산광역시 장애인 생활시설 현황 API,울산광역시,XML,OpenAPI활용가이드_울산광역시공공데이터(장애인생활시설_API)_v1.0.docx,REST,uddi:f5c7090d-cde3-4c08-beb9-9abd14c53044
"15056638",울산광역시 민박펜션,울산광역시,JSON+XML,OpenAPI활용가이드_울산광역시공공데이터(울산광역시 민박펜션)_v2.0.docx,REST,uddi:0b896e17-ef7b-497d-b0a0-9b07952f1a6e
"15057727",울산광역시 공연행사정보 API,울산광역시,XML,OpenAPI활용가이드_울산광역시공공데이터_공연행사정보_API__v1.0.docx,REST,uddi:6547f869-3ff4-47e0-b856-818db641d2c7
"15078550",충청북도_장소별 재난발생 현황,충청북도,JSON,"266.OpenAPI활용가이드_충청북도_장소별_재난발생_현황_v1.0.docx",REST,uddi:b525b642-7bc1-4b83-a6d8-8fedaf57720b_202104061454
"15079583",충청북도_보은소방서 의용소방대 총계 현황,충청북도,JSON,"130.OpenAPI활용가이드_충청북도_보은소방서_의용소방대_총계현황_v1.0.docx",REST,uddi:ff2148bd-f706-4ac8-bd37-c2c1a8da1964_202104061311
"15078592",충청북도_충북학사 동서울관 재사생 학교별현황,충청북도,JSON,"261.OpenAPI활용가이드_충청북도_충북학사_동서울관_재사생_학교별현황_v1.0.docx",REST,uddi:2e0fb8f6-4f07-48db-a746-e8bfddeaabb6_202104061449
"15079557",충청북도_산업곤충 시중가격 모니터링 현황 조회,충청북도,JSON,"139.OpenAPI활용가이드_충청북도_산업곤충_시중가격_모니터링현황_v1.0.docx",REST,uddi:61146e2a-a80f-4e25-9d0c-aaf6dc92edb2_202104061308
"15084012",전라남도_전남TV 남도갤러리 정보,전라남도,XML,기술문서양식_전남TV 남도갤러리 정보.docx,REST,uddi:09509992-4a9f-45ea-84e6-e2d2efcba6c2
"15083773",전라남도_전시 정보,전라남도,XML,기술문서양식_전시 정보.docx,REST,uddi:cd71ffcc-fd3b-4c0c-8020-ad46fe253957
"15083976",전라남도_전남 착한가격업소 정보,전라남도,XML,기술문서양식_전남 착한가격업소 정보.docx,REST,uddi:fcbb922b-1527-4f4c-8e47-f1d284212ed5
"15081367",전라남도_전남 맛집 정보,전라남도,XML,기술문서양식_전남 맛집 정보.docx,REST,uddi:42ada246-4b05-4e18-ac65-f948afd28faf_202106291414
"15059053",울산광역시 영남알프스 등산 정보,울산광역시,JSON+XML,OpenAPI활용가이드_울산광역시공공데이터_울산광역시_영남알프스_등산_정보__v3.0.docx,REST,uddi:d4fb6b99-d2a8-4859-8667-d80fe7cbeb6e
"3043784",울산광역시_음식점 현황,울산광역시,XML,OpenAPI활용가이드_울산광역시공공데이터_모범음식점현황API.docx,REST,uddi:8fcc8569-c1b3-46b8-a684-f046b54bdff5
"3080824",울산광역시_자전거 도로 현황,울산광역시,XML,OpenAPI활용가이드_울산광역시공공데이터(자전거도로현황_API)_v1.0.docx,REST,uddi:10427d1b-0376-4813-b35c-cba882f6e399
"15078610",충청북도_충북학사 서서울관 재사생 시군별현황,충청북도,JSON,"257.OpenAPI활용가이드_충청북도_충북학사_서서울관_재사생_시군별현황_v1.0.docx",REST,uddi:903fefea-3005-46de-877b-9a178529cedc_202104061446
"15078769",충청북도_충북과학기술혁신원 주요사업분야,충청북도,JSON,"23.OpenAPI활용가이드_[충청북도_충북과학기술혁신원_주요사업분야]_v1.0.docx",REST,uddi:e5267c6c-3567-49ce-a982-9ebfcacf2e6b_202104061434
"15077180",전라남도 광양시_도시공원정보,전라남도 광양시,XML,표준_조회서비스_오픈API활용가이드_도시공원정보v1.0_20210210.docx,REST,uddi:fa53eaee-4bd7-42b8-a99e-9cffde672c94_202105061537
"3057770",울산광역시 교통정보,울산광역시,XML,OpenAPI활용가이드_울산광역시_HUB_v4.0.docx,REST,uddi:a786c9e0-4f3e-4449-b4b4-a4c75342cf34
"15080346",경기도_버스도착정보 조회,경기도,XML,GB208 서비스+명세서_경기버스정보_버스도착정보조회(V.6.0.1)_REST.doc,REST,uddi:80337285-25d4-46e1-8a00-dd6179d61217_202104131702
"15059115",국민권익위원회_공모제안조회서비스,국민권익위원회,JSON,[국권위]openAPI공모제안 조회서비스.docx,REST,uddi:d9ef4b23-3b83-4b2a-a214-e47c1386f7ae
"15059607",금융위원회_주식등록예탁가능정보,금융위원회,JSON+XML,오픈API 활용자가이드_금융위원회_주식등록예탁가능정보.docx,REST,uddi:cd2e9ef7-a048-4d53-ba5e-a0859bc3aa57_202005221934
"15059581",금융위원회_정보공개재산정보,금융위원회,JSON+XML,오픈API 활용자가이드_51_금융위원회_정보공개재산정보.docx,REST,uddi:022f8829-e9f0-463f-9c72-a6f39dca391a_202005071341
"15059602",금융위원회_파산금융회사손익계산서정보,금융위원회,JSON+XML,오픈API 활용자가이드_금융위원회_파산금융회사손익계산서정보.docx,REST,uddi:2d7e807c-3993-4836-8eaa-e285cd9468e8
"15059597",금융위원회_지배구조정보,금융위원회,JSON+XML,오픈API 활용자가이드_금융위원회_지배구조정보.docx,REST,uddi:53626ba0-8548-4d2b-8d85-e37b018325a6
"3043453",대규모기업집단 공개 현황,공정거래위원회,XML,기술문서양식_오픈API_대규모기업집단 공개현황 정보 서비스_공정거래위원회_0227.docx,REST,uddi:0c6b545b-66d7-4b87-bc4d-e70440217f3f
"15079745",공정거래위원회_방문판매사업자 등록현황 통계 제공 서비스,공정거래위원회,JSON+XML,"16.방문판매사업자 등록현황 통계 제공 서비스 활용 가이드_v1.0.docx",REST,uddi:7dc06527-2bef-44d3-85eb-cc64eaa81bbb
"15079640",공정거래위원회_통신판매사업자 등록현황 통계 제공 서비스,공정거래위원회,JSON+XML,"8.통신판매사업자 등록현황 통계 제공 서비스 활용 가이드_v1.0.docx",REST,uddi:b75f200f-bf4d-4ebf-b27a-8ab8f8067a3c_202104231049
"15079816",공정거래위원회_선불식할부거래업사업자 정보 제공 서비스,공정거래위원회,JSON+XML,"29.선불식할부거래업사업자 목록 정보제공 서비스 활용 가이드_v1.0.docx",REST,uddi:db7f2b2d-193b-4f13-9d74-b165a17fb0e0_202104271058
"15079769",공정거래위원회_후원방문판매사업자 등록변경현황 제공 서비스,공정거래위원회,JSON+XML,"19.후원방문판매사업자 등록변경현황 제공 서비스 가이드_v1.0.docx",REST,uddi:c8eb4de1-e87a-4ae4-8e0c-c7322de342c8
"15061357",금융위원회_금융통계선물사정보,금융위원회,JSON+XML,금융통계 활용자가이드_금융통계선물사정보.docx,REST,uddi:b295d381-f52d-4318-9191-96fe1fafff1f_202007151940
"15061331",금융위원회_금융통계리스사정보,금융위원회,JSON+XML,금융통계 활용자가이드_금융통계리스사정보.docx,REST,uddi:b60edf8e-b2d7-4c8f-8780-d3a38c3ccafd_202007151946
"15061308",금융위원회_금융통계신용카드사정보,금융위원회,JSON,금융통계 활용자가이드_금융통계신용카드사정보.docx,REST,uddi:a55696b0-c229-42c3-bd62-ce804b995015_202007151907
"15057404",해양수산부 국립수산과학원_위성해양영상정보,해양수산부 국립수산과학원,XML,국립수산과학원(해양수산연구정보)_위성해양영상정보.docx,REST,uddi:4be634dc-0d9a-452e-9716-91ee6cfbcccb_201601071617
"15057522",민박/펜션업소,경상북도 김천시,XML,GC_OA_DV_1019_OpenAPI활용가이드_김천시청(민박펜션업소)_v1.0.docx,REST,uddi:54c6539f-ddcd-4b79-8766-db7ebdb6b73f
"15057690",경상북도 지방공공요금 정보 조회,경상북도,XML,경상북도 지방공공요금 정보조회.doc,REST,uddi:62195578-ff95-415d-949d-ca2c63157586
"15057854",경상북도_문경시_ 문경명소 정보조회,경상북도,XML,v1.2문경시+문경명소+정보조회.doc,REST,uddi:71663d83-0b71-4720-a663-ba9c03449b66
"15057998",경상북도 포항시_보건소현황,경상북도 포항시,XML,"3. OpenAPI활용가이드_포항시_보건의료기관_보건소.docx",REST,uddi:7cf9308a-6f23-4394-8008-a985929f0da5
"15058138",김천시 작목별 지역정보,경상북도 김천시,XML,GC_OA_DV_1013_OpenAPI활용가이드_김천시청(작목별+지역정보)_v1.1.docx,REST,uddi:8835c439-ac01-4eef-a436-8adf8dfb3dda
"15059090",경상북도 안동시_사회복지시설현황 조회,경상북도 안동시,XML,"4.사회복지시설현황 서비스 명세서.hwp",REST,uddi:d820e1c6-2c70-4f07-8ecc-b76702859c89_201911141149
"15059128",경상북도 안동시_에너지공급업체현황 조회,경상북도 안동시,XML,"5.에너지공급업체현황 서비스 명세서.hwp",REST,uddi:daf52f77-c778-4d1f-97a7-f5218762673b_201911271118
"15059208",경상북도 개인서비스요금 정보 조회,경상북도,XML,경상북도 개인서비스요금 정보조회.doc,REST,uddi:e1f84c6e-2af0-4464-ab25-fa88439ab2e2
"15059273",김천시 다소비 일반의약품 판매 정보 제공,경상북도 김천시,XML,GC_OA_DV_0084_OpenAPI활용가이드_김천시청(다소비 일반의약품 판매가격 조사결과)_v1.1.docx,REST,uddi:e7500b3e-e802-4887-a572-d7f0aba81bfb
"15059405",경상북도내 전통 민속 사찰 정보조회,경상북도,XML,경상북도내 전통 민속 사찰 정보조회.doc,REST,uddi:f2dcea69-5134-4b71-8c0a-f26713c45915
"3084467",김천시 공장등록 현황,경상북도 김천시,XML,GC_OA_DV_0032_OpenAPI활용가이드_김천시청(공장등록 현황)_v1.1.docx,REST,uddi:bb9b7788-c1fb-4fdf-963a-d8e50811d41a
"15001131",경상북도 포항시_공공강좌정보조회서비스,경상북도 포항시,XML,"6. OpenAPI활용가이드_포항시_공공강좌.docx",REST,uddi:9ea67bae-20d5-4f6f-aaf6-f86d51f8e50d
"15003047",경상북도 안동시_개별공시지가자료,경상북도 안동시,XML,"14.개별공시지가_서비스_명세서.hwp",REST,uddi:f790b6e8-5f10-4817-924d-b3b96525d99c_201911141136
"15006153",김천시 등산로 관리 정보,경상북도 김천시,XML,"GC_OA_DV_0206_OpenAPI활용가이드_김천시청(입산통제구역+및+폐쇄,+개방등산로+지정현황)_v1.1.docx",REST,uddi:b35d4842-133e-4619-b770-af2c4691fb05
"15010830",김천시 문화축제,경상북도 김천시,XML,GC_OA_DV_1021_OpenAPI활용가이드_김천시청(문화축제)_v1.1.docx,REST,uddi:64945be5-ac70-4750-bd81-d6fd4f48040b
"15021568",경상북도 강우량 정보,경상북도,XML,v1.3경상북도+23개+시군+강우량현황.doc,REST,uddi:4bfdd3f9-650d-4ffb-b5bc-d3f62732cf52
"3070481",김천시 공동주택 분양(미분양) 현황,경상북도 김천시,XML,"1487831651498.docx",REST,uddi:58ae68f0-c274-4541-bbe1-db2e2b125917
"3084469",김천시 무인민원발급기 현황,경상북도 김천시,XML,GC_OA_DV_0010_OpenAPI활용가이드_김천시청(무인민원+발급기+운영+현황)_v1.1.docx,REST,uddi:fd52b6f5-a0e7-4a52-ae30-bb3cb3c3eaf3
"15084733",경상남도 양산시_산업단지 유동인구,경상남도 양산시,JSON,기술문서_양산시_산업단지_유동인구_v1.0.docx,REST,uddi:631978a3-9eaf-460d-934e-ee91d3f93aeb_202107261701
"15084734",경상남도 양산시_관공서 유동인구,경상남도 양산시,JSON,기술문서_양산시_관공서_유동인구_v1.0.docx,REST,uddi:119f9488-7717-41d6-b9e8-fc770b8f3462_202107261655
"15008884",경상남도 의령군_어린이보호구역,경상남도 의령군,XML,OpenAPI활용가이드_의령군공공데이터(어린이보호구역_API)_v1.0.docx,REST,uddi:dd6510ec-69d9-465d-906b-92469437dbe4
"15062918",경상남도_체육시설,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_체육시설.docx,REST,uddi:6a83fdd1-c472-4552-aee1-ecfc1ce70621
"15057883",경상남도 의령군 무더위쉼터 API,경상남도 의령군,XML,OpenAPI활용가이드_의령군공공데이터(무더위쉼터_API)_v1.0.docx,REST,uddi:73a18814-c83c-445d-aac3-c9de72b5eb7a
"15058260",경상남도 의령군 재해위험지구 API,경상남도 의령군,XML,OpenAPI활용가이드_의령군공공데이터(재해위험지구_API)_v1.0.docx,REST,uddi:9252990a-db59-4b67-b4bb-9737746ccfa9_202009241041
"15062466",경상남도_걷고싶은 테마길,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_걷고싶은테마길.docx,REST,uddi:57a3f93b-a595-4956-b627-ea98e3aae5cb
"15063391",경상남도_위해식품 등 긴급회수정보,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_위해식품 등 긴급회수정보.docx,REST,uddi:d6669d54-f907-4d09-bef6-e656f91f81c4
"15062803",경상남도_시험장소,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_시험장소.docx,REST,uddi:35231ebe-1c45-4347-b584-fd6065a715b4
"15062508",경상남도_농업관련 도서,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_농업관련도서.docx,REST,uddi:01e24a19-1871-4dbc-a5ce-e99afb3dc6a0
"15062937",경상남도_가출노인찾기,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_가출노인찾기.docx,REST,uddi:a6877b1f-82f9-4d4a-b57f-ed898b587eea
"15062923",경상남도_통계소식,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_통계소식.docx,REST,uddi:0222ce05-93ff-4bb6-bb21-f01c4d24ee5b
"15062533",경상남도_문화의집,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_문화의집.docx,REST,uddi:bde6f3d9-231f-4d37-9e50-dec7fa4e764b
"15062568",경상남도_상수원보호구역,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_상수원보호구역.docx,REST,uddi:23975fda-34e1-49b1-af1e-a2ef99703422
"15062531",경상남도_문화관광,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_문화관광.docx,REST,uddi:3e144400-8464-4bb6-aef7-a09167c1bbcf
"15062501",경상남도_기타복지시설,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_기타복지시설.docx,REST,uddi:eb3e9ab4-6b70-4ce1-9b2d-940fb006ad97
"15056731",제주특별자치도_제주도 주차장 현황정보,제주특별자치도,XML,OpenAPI활용가이드_제주도_주차장 현황 정보_v1.0.docx,REST,uddi:13602993-fb09-412a-a7b1-e290850ae548
"15057480",제주특별자치도 제주시_평생학습센터 평생교육기관정보,제주특별자치도 제주시,XML,OpenAPI기술문서_제주시청_010_평생학습센터평생교육기관정보__v1.1.hwp,REST,uddi:51d4cb16-7ac4-471a-8765-faec3f274106
"15005628",경상북도 안동시_약국 현황,경상북도 안동시,XML,"2.의약관리목록_약국__서비스_명세서.hwp",REST,uddi:091eb99e-4b49-4209-b02d-e02177cfa09e_201911271003
"15058361",제주특별자치도_제주지역 상세기상정보 조회서비스,제주특별자치도,XML,제주지역 상세기상정보 조회서비스_OpenAPI_V1.1.hwp,REST,uddi:9a7fd38b-88b4-41ab-a24c-ec09676b1f56
"15059095",제주특별자치도 제주시_개별공시지가정보 조회,제주특별자치도 제주시,XML,OpenAPI기술문서_제주시청_014_제주시개별공시지가정보__v1.0.hwp,REST,uddi:d87855dd-dd22-438c-a8db-e2cb9f5daa23
"15059224",제주특별자치도 제주시_평생학습센터 평생교육소식정보,제주특별자치도 제주시,XML,OpenAPI기술문서_제주시청_009_평생학습센터평생교육소식정보__v1.1.hwp,REST,uddi:e3672c9f-b25d-4d59-9c3b-af5db492ef5a
